Fund ID,Date,NAV
1,2023-01-01,97.63690208708655
1,2023-01-02,116.6054035947738
1,2023-01-03,119.32448541138221
1,2023-01-04,92.41966368710877
1,2023-01-05,82.15213131838209
1,2023-01-06,95.59500492567584
1,2023-01-07,105.36460602800024
1,2023-01-08,107.17773105917837
1,2023-01-09,102.26540692663825
1,2023-01-10,92.67483811773154
1,2023-01-11,91.66529389897916
1,2023-01-12,103.47384141556907
1,2023-01-13,105.96886799388584
1,2023-01-14,103.23039231290686
1,2023-01-15,123.06720855973356
1,2023-01-16,120.71867123255433
1,2023-01-17,102.96612537294718
1,2023-01-18,111.59552366097138
1,2023-01-19,120.68258152148391
1,2023-01-20,113.91587151340983
1,2023-01-21,87.21594904254285
1,2023-01-22,81.29892970774642
1,2023-01-23,87.50912288449318
1,2023-01-24,107.00660745771746
1,2023-01-25,91.1136485787585
1,2023-01-26,102.78757060044822
1,2023-01-27,107.02001022718719
1,2023-01-28,91.80035310860731
1,2023-01-29,98.25531001073153
1,2023-01-30,103.78828979470326
1,2023-01-31,99.45559973927827
1,2023-02-01,82.7424679216573
1,2023-02-02,96.89072667377363
1,2023-02-03,116.97498666239504
1,2023-02-04,108.04146404294885
1,2023-02-05,103.6554860031432
1,2023-02-06,90.52510218124009
1,2023-02-07,94.38566052551467
1,2023-02-08,97.85716720728854
1,2023-02-09,112.10432203674395
1,2023-02-10,100.03206301616518
1,2023-02-11,107.5399124874857
1,2023-02-12,109.79804475308852
1,2023-02-13,93.25956487095155
1,2023-02-14,73.85253845414988
1,2023-02-15,106.9461065489678
1,2023-02-16,119.4388128862499
1,2023-02-17,102.66624023677421
1,2023-02-18,114.34898492496566
1,2023-02-19,101.7758885353932
1,2023-02-20,102.64852321822343
1,2023-02-21,106.77593554404281
1,2023-02-22,93.80162518595381
1,2023-02-23,87.35365519339933
1,2023-02-24,95.53665396500556
1,2023-02-25,97.38603382825104
1,2023-02-26,102.78764027153811
1,2023-02-27,89.70213420608124
1,2023-02-28,86.01800318650365
1,2023-03-01,97.46312966937407
1,2023-03-02,89.44395370735096
1,2023-03-03,106.34301318271845
1,2023-03-04,100.70392529034534
1,2023-03-05,92.33700781387319
1,2023-03-06,95.32145048537174
1,2023-03-07,103.08860136866915
1,2023-03-08,117.68294276194449
1,2023-03-09,118.50333020517613
1,2023-03-10,93.90252098184286
1,2023-03-11,100.26804760433214
1,2023-03-12,108.1587507909886
1,2023-03-13,114.35970328262056
1,2023-03-14,93.20221825952108
1,2023-03-15,107.52125227617981
1,2023-03-16,94.93321186556437
1,2023-03-17,95.80334614433936
1,2023-03-18,87.62719455740343
1,2023-03-19,95.66055740993215
1,2023-03-20,104.94969839331809
1,2023-03-21,124.53419401373552
1,2023-03-22,100.95395242326828
1,2023-03-23,112.65139364006274
1,2023-03-24,92.15242724072056
1,2023-03-25,103.68593547173813
1,2023-03-26,88.57885962442268
1,2023-03-27,102.25807201742126
1,2023-03-28,114.74524278176492
1,2023-03-29,92.38669609506034
1,2023-03-30,92.04361881596142
1,2023-03-31,96.87665345116446
1,2023-04-01,100.34733918989366
1,2023-04-02,81.37868214108944
1,2023-04-03,90.35442521455795
1,2023-04-04,77.86096195395946
1,2023-04-05,95.33079916537625
1,2023-04-06,102.05855256559522
1,2023-04-07,92.58482500963122
1,2023-04-08,94.8240582025901
1,2023-04-09,116.4395779987565
1,2023-04-10,90.20587839210795
1,2023-04-11,105.93115186112486
1,2023-04-12,108.76459205430385
1,2023-04-13,97.85102420057656
1,2023-04-14,96.10314597149477
1,2023-04-15,107.68571602289869
1,2023-04-16,108.2564118231036
1,2023-04-17,104.48694800908551
1,2023-04-18,113.71514004835707
1,2023-04-19,82.15499868218909
1,2023-04-20,95.46912041211834
1,2023-04-21,101.9160386842347
1,2023-04-22,101.05732180436014
1,2023-04-23,112.20549915724973
1,2023-04-24,111.2881198293862
1,2023-04-25,107.19927664719745
1,2023-04-26,98.1867337459489
1,2023-04-27,87.3547924122768
1,2023-04-28,99.10776955019742
1,2023-04-29,98.30648274159729
1,2023-04-30,106.00533218475545
1,2023-05-01,98.25040427334937
1,2023-05-02,81.71692533671734
1,2023-05-03,98.37615776506107
1,2023-05-04,107.91051246120149
1,2023-05-05,105.13146725459947
1,2023-05-06,96.10388297625131
1,2023-05-07,88.65603117420466
1,2023-05-08,114.19097660477385
1,2023-05-09,116.23598182486572
1,2023-05-10,103.50005474535428
1,2023-05-11,119.68889324913914
1,2023-05-12,116.0691946389706
1,2023-05-13,96.1889595295265
1,2023-05-14,115.82896136120392
1,2023-05-15,93.77454352565748
1,2023-05-16,102.89583415643305
1,2023-05-17,70.79283979999722
1,2023-05-18,99.03791687638969
1,2023-05-19,93.61900225157436
1,2023-05-20,96.62720218839935
1,2023-05-21,78.486326083395
1,2023-05-22,100.06276663542795
1,2023-05-23,105.56809772410351
1,2023-05-24,95.62424600674527
1,2023-05-25,90.53137907579993
1,2023-05-26,112.3055140022064
1,2023-05-27,99.88917213941578
1,2023-05-28,102.43021325394928
1,2023-05-29,104.12830928823405
1,2023-05-30,100.43342571734999
1,2023-05-31,91.32941649849008
1,2023-06-01,115.54687321874127
1,2023-06-02,109.87207940909155
1,2023-06-03,120.44925133372004
1,2023-06-04,85.14498866271194
1,2023-06-05,96.19646798653385
1,2023-06-06,96.59119911325392
1,2023-06-07,110.52859271322004
1,2023-06-08,78.24315145141091
1,2023-06-09,99.77685649605016
1,2023-06-10,108.8522936167383
1,2023-06-11,112.01667651439737
1,2023-06-12,96.38488349324159
1,2023-06-13,85.51753027840596
1,2023-06-14,91.64890970227218
1,2023-06-15,103.08388674992653
1,2023-06-16,96.27390514400952
1,2023-06-17,85.76520129814052
